aggregate_id,aggregation_number,delta_t,sd,n_samples
372,10,1200.0,140.31195533973664,16
372,10,1500.0,208.1617467726589,15
372,10,1800.0,293.48782363436237,14
372,10,2100.0,382.1010714364214,13
372,10,2400.0,462.89095372589554,12
373,34,300.0,13.520037526438022,6
373,34,600.0,25.338533654892974,5
373,34,900.0,40.63312775708111,4
373,34,1200.0,34.97168787045705,3
373,34,1500.0,29.285401486211327,2
373,34,1800.0,31.922237489551907,1
374,3,300.0,72.75519619277078,6
374,3,600.0,157.95741850388762,5
374,3,900.0,221.98942452431467,4
374,3,1200.0,180.5426457963069,3
374,3,1500.0,200.89498823875508,2
374,3,1800.0,231.05455026911932,1
375,5,300.0,112.05967760836738,3
375,5,600.0,221.7678276074804,2
375,5,900.0,439.07579529640935,1
377,4,300.0,123.72154257384132,11
377,4,600.0,276.6371025481011,10
377,4,900.0,511.9858661671646,9
377,4,1200.0,831.9699718818916,8
377,4,1500.0,1142.2478759448538,7
377,4,1800.0,1400.9363471512459,6
377,4,2100.0,1733.8835790285934,5
377,4,2400.0,2035.0417909937446,4
378,5,300.0,55.43413579788967,7
378,5,600.0,122.52551316413064,6
378,5,900.0,204.80817044749793,5
378,5,1200.0,364.1103939027408,4
378,5,1500.0,426.221642149731,3
378,5,1800.0,425.74562682799456,2
378,5,2100.0,586.7917115731692,1
379,3,300.0,151.78927233438375,6
379,3,600.0,396.6101034038207,5
379,3,900.0,395.0992576911043,4
379,3,1200.0,406.83407357500704,3
379,3,1500.0,368.20354538884783,2
379,3,1800.0,543.6833846971907,1
390,5,300.0,66.04125368573355,25
390,5,600.0,130.76129063246995,24
390,5,900.0,182.2690235535974,23
390,5,1200.0,242.83592147501452,22
390,5,1500.0,298.69107334635146,21
390,5,1800.0,346.4365198446174,20
390,5,2100.0,391.6615714900252,19
390,5,2400.0,435.8660897963409,18
391,3,300.0,71.42538298295219,16
391,3,600.0,150.94876688046412,15
391,3,900.0,213.5806053805206,14
391,3,1200.0,282.3345417442843,13
391,3,1500.0,375.86485380496515,12
391,3,1800.0,499.8391184344358,11
391,3,2100.0,557.0681436218251,10
391,3,2400.0,609.7584525627886,9
392,4,300.0,78.99077193302338,9
392,4,600.0,160.14291970096036,8
392,4,900.0,219.22846948129862,7
392,4,1200.0,287.0006395604847,6
392,4,1500.0,291.8704865812314,5
392,4,1800.0,317.52374149503635,4
392,4,2100.0,362.82251003794664,3
392,4,2400.0,424.92636373751793,2
393,2,300.0,66.51962161905796,5
393,2,600.0,166.98627923108387,4
393,2,900.0,346.3337306450639,3
393,2,1200.0,589.8156039536668,2
393,2,1500.0,1042.9708692207348,1
411,5,300.0,55.20984362664047,13
411,5,600.0,134.82939508556805,12
411,5,900.0,216.5321729460638,11
411,5,1200.0,294.4438638390548,10
411,5,1500.0,344.824038573389,9
411,5,1800.0,427.8891762790158,8
411,5,2100.0,526.6708103013541,7
411,5,2400.0,624.8422948218237,6
412,3,300.0,67.04518932379447,3
412,3,600.0,188.83717550133463,2
412,3,900.0,301.2681699274335,1
413,3,300.0,76.68889645312046,1
414,2,300.0,141.6587757474974,1
415,3,300.0,251.45319982154803,1
426,2,300.0,197.47132107523242,5
426,2,600.0,539.2278709330817,4
426,2,900.0,680.3521595716228,3
426,2,1200.0,720.3984435473478,2
426,2,1500.0,753.7437034358363,1
429,1,300.0,138.4172996139506,56
429,1,600.0,278.3921400612958,55
429,1,900.0,411.05133889004077,54
429,1,1200.0,514.7485947988553,53
429,1,1500.0,641.9793575144504,52
429,1,1800.0,805.944831576546,51
429,1,2100.0,983.3304917389817,50
429,1,2400.0,1175.8959656739166,49
430,1,300.0,135.18904453785646,53
430,1,600.0,269.54865274423736,52
430,1,900.0,376.8283867184974,51
430,1,1200.0,448.8083129505646,50
430,1,1500.0,531.8234524944563,49
430,1,1800.0,612.0095252844359,48
430,1,2100.0,700.2179830945508,47
430,1,2400.0,788.0529239733631,46
431,3,300.0,81.84754276807398,31
431,3,600.0,187.7473806053055,30
431,3,900.0,290.964190395197,29
431,3,1200.0,393.6988275865739,28
431,3,1500.0,478.53445425037876,27
431,3,1800.0,584.8321648085091,26
431,3,2100.0,624.2261681307115,25
431,3,2400.0,610.2637674313374,24
438,4,300.0,76.88958946185001,12
438,4,600.0,141.00057241800184,11
438,4,900.0,251.89463456283352,10
438,4,1200.0,320.3305898172928,9
438,4,1500.0,349.51301113271273,8
438,4,1800.0,407.373882099819,7
438,4,2100.0,412.9757840934617,6
438,4,2400.0,405.86895509888626,5
441,12,300.0,24.719595811896696,13
441,12,600.0,49.638727587614504,12
441,12,900.0,76.07932462464156,11
441,12,1200.0,101.45748355244055,10
441,12,1500.0,125.01066352714075,9
441,12,1800.0,127.1943344978215,8
441,12,2100.0,147.0556498499661,7
441,12,2400.0,190.6344561801093,6
444,3,300.0,46.867058512873136,5
444,3,600.0,142.1037545859039,4
444,3,900.0,227.70178299554195,3
444,3,1200.0,304.04758266364627,2
444,3,1500.0,445.45837826241143,1
445,2,300.0,134.73943815976372,5
445,2,600.0,287.0770558230159,4
445,2,900.0,411.1886566870423,3
445,2,1200.0,302.16345250853897,2
445,2,1500.0,215.7661237847283,1
448,9,300.0,42.746050764451326,13
448,9,600.0,82.87490502748595,12
448,9,900.0,121.64806700042695,11
448,9,1200.0,167.6859231272215,10
448,9,1500.0,201.11176895060396,9
448,9,1800.0,255.33048567711734,8
448,9,2100.0,351.40572026677535,7
448,9,2400.0,438.4054409704058,6
449,5,300.0,99.55906972308908,6
449,5,600.0,196.27101754734858,5
449,5,900.0,341.0734474601878,4
449,5,1200.0,381.89168860751124,3
449,5,1500.0,483.06338290527435,2
449,5,1800.0,562.5437873370685,1
452,3,300.0,85.08484177377606,21
452,3,600.0,177.76899264750458,20
452,3,900.0,255.02849005992127,19
452,3,1200.0,307.840340949386,18
452,3,1500.0,381.58593148846904,17
452,3,1800.0,426.92504602029476,16
452,3,2100.0,456.3328406425811,15
452,3,2400.0,544.0054393424765,14
453,3,300.0,53.16785539856052,7
453,3,600.0,93.5528175424176,6
453,3,900.0,77.66548962392594,5
453,3,1200.0,31.802254830503486,4
453,3,1500.0,52.831785518672255,3
453,3,1800.0,193.68518358427824,2
453,3,2100.0,258.70166843537595,1
454,1,300.0,266.5852555896813,1
455,1,300.0,136.74736881379937,1
460,7,300.0,52.9284761569473,44
460,7,600.0,94.61958520715888,43
460,7,900.0,145.9103378103899,42
460,7,1200.0,175.1326281638366,41
460,7,1500.0,192.0498523495633,40
460,7,1800.0,206.88631308274813,39
460,7,2100.0,211.5728048099875,38
460,7,2400.0,237.18504725986963,37
461,8,300.0,56.818748459802734,20
461,8,600.0,124.9643238828596,19
461,8,900.0,182.50313280173953,18
461,8,1200.0,232.76254125025176,17
461,8,1500.0,267.6063859500303,16
461,8,1800.0,295.02794158378646,15
461,8,2100.0,365.5688541859677,14
461,8,2400.0,429.8920851182515,13
462,1,300.0,153.74346273991839,5
462,1,600.0,334.1988198391644,4
462,1,900.0,383.87911060056325,3
462,1,1200.0,464.57130874954686,2
462,1,1500.0,392.5214886203614,1
463,3,300.0,75.0510250780353,1
469,1,300.0,144.83850602645927,6
469,1,600.0,299.76332885102056,5
469,1,900.0,467.97993398350235,4
469,1,1200.0,819.4338237812311,3
469,1,1500.0,1023.556458505773,2
469,1,1800.0,1201.1291711734816,1
479,5,300.0,42.78308089613967,15
479,5,600.0,67.86484020787236,14
479,5,900.0,103.75777414428792,13
479,5,1200.0,129.94980361449305,12
479,5,1500.0,154.30570671626398,11
479,5,1800.0,162.9820483886563,10
479,5,2100.0,194.18216360009268,9
479,5,2400.0,218.24018338065824,8
480,4,300.0,131.8473646389868,5
480,4,600.0,308.76820936981596,4
480,4,900.0,450.69759091701485,3
480,4,1200.0,463.93196758151885,2
480,4,1500.0,281.36699353839174,1
481,2,300.0,53.650305307123276,2
481,2,600.0,63.413291014324294,1
482,1,300.0,169.01859479101697,66
482,1,600.0,338.38394548672096,65
482,1,900.0,514.7195837561674,64
482,1,1200.0,743.9628541238865,63
482,1,1500.0,946.1569030922718,62
482,1,1800.0,1143.531767754494,61
482,1,2100.0,1287.8848374601448,60
482,1,2400.0,1422.2207648965077,59
483,38,300.0,12.313035551680139,14
483,38,600.0,32.566245469605654,13
483,38,900.0,55.571762429739344,12
483,38,1200.0,81.98441933718223,11
483,38,1500.0,117.99034919278824,10
483,38,1800.0,163.62674323817959,9
483,38,2100.0,209.7099984896219,8
483,38,2400.0,271.29304932407325,7
484,9,300.0,58.14698438401981,3
484,9,600.0,148.24394391296502,2
484,9,900.0,228.33881973268097,1
491,2,300.0,80.9700940473902,8
491,2,600.0,197.88581519220457,7
491,2,900.0,263.7956641751725,6
491,2,1200.0,367.06120504212174,5
491,2,1500.0,484.6775743889,4
491,2,1800.0,561.1636650186102,3
491,2,2100.0,731.9432665783562,2
491,2,2400.0,1006.7212690843924,1
494,14,300.0,41.9770128149667,23
494,14,600.0,85.19888043659763,22
494,14,900.0,124.06921764872811,21
494,14,1200.0,153.17560614120706,20
494,14,1500.0,183.8963981462862,19
494,14,1800.0,231.07364783001262,18
494,14,2100.0,261.6969256791742,17
494,14,2400.0,291.98409366306396,16
495,3,300.0,87.54496559691157,4
495,3,600.0,253.08526281318515,3
495,3,900.0,465.07208670010164,2
495,3,1200.0,406.1448560437881,1
496,8,300.0,29.154267906111617,3
496,8,600.0,85.64442588980407,2
496,8,900.0,89.03508940717458,1
499,3,300.0,106.37037232948292,11
499,3,600.0,161.11630925190093,10
499,3,900.0,255.27583060618133,9
499,3,1200.0,220.93921813241974,8
499,3,1500.0,239.9661802411361,7
499,3,1800.0,329.46609719997883,6
499,3,2100.0,413.75275780181363,5
499,3,2400.0,401.4184425539289,4
500,3,300.0,104.64814818573132,4
500,3,600.0,271.9084503615838,3
500,3,900.0,447.29416988289086,2
500,3,1200.0,623.0650036528779,1
503,5,300.0,74.33833623872404,19
503,5,600.0,176.06792603723716,18
503,5,900.0,273.1781864738356,17
503,5,1200.0,336.2149274175861,16
503,5,1500.0,421.76575956408567,15
503,5,1800.0,510.14259626942015,14
503,5,2100.0,595.9286474257399,13
503,5,2400.0,606.371724552061,12
509,4,300.0,69.89693377148811,25
509,4,600.0,158.50120617689,24
509,4,900.0,263.7948780029579,23
509,4,1200.0,371.6122244496832,22
509,4,1500.0,479.7427923945569,21
509,4,1800.0,588.6784275849293,20
509,4,2100.0,674.4335187579014,19
509,4,2400.0,753.2442441720699,18
513,4,300.0,99.47431890622175,21
513,4,600.0,203.37371879264512,20
513,4,900.0,315.67969708208255,19
513,4,1200.0,404.3087324161304,18
513,4,1500.0,481.5989971486713,17
513,4,1800.0,513.5770965909769,16
513,4,2100.0,554.1182508861388,15
513,4,2400.0,689.0390750559638,14
514,5,300.0,62.33309902820122,20
514,5,600.0,150.53460450957152,19
514,5,900.0,253.5960049014204,18
514,5,1200.0,385.8234643108733,17
514,5,1500.0,529.7383359248676,16
514,5,1800.0,639.9257043168086,15
514,5,2100.0,706.1461896032084,14
514,5,2400.0,782.6244987760679,13
526,1,300.0,159.96829332158555,74
526,1,600.0,314.1354101210492,73
526,1,900.0,451.219269907065,72
526,1,1200.0,579.694401080722,71
526,1,1500.0,733.168366100789,70
526,1,1800.0,904.6697977402822,69
526,1,2100.0,1006.6051342991317,68
526,1,2400.0,1110.4065917034138,67
527,22,300.0,20.596784150853203,5
527,22,600.0,41.78437292452886,4
527,22,900.0,63.28471916247886,3
527,22,1200.0,99.34683417622512,2
527,22,1500.0,125.23881382317197,1
528,2,300.0,123.99258193910437,5
528,2,600.0,156.53668037974035,4
528,2,900.0,313.65960589708806,3
528,2,1200.0,367.900951050811,2
528,2,1500.0,498.58262871969373,1
529,3,300.0,111.10169548947944,4
529,3,600.0,168.47178687554072,3
529,3,900.0,254.1379896938115,2
529,3,1200.0,175.75765246034072,1
530,3,300.0,198.12253593414195,3
530,3,600.0,520.1051718236499,2
530,3,900.0,756.7483546338846,1
533,7,300.0,63.752342927691245,32
533,7,600.0,138.74448863094386,31
533,7,900.0,231.0909592536062,30
533,7,1200.0,323.7447799473208,29
533,7,1500.0,423.4670523067779,28
533,7,1800.0,502.48711529611427,27
533,7,2100.0,562.9217441199912,26
533,7,2400.0,605.3685365271773,25
534,4,300.0,87.62521591837495,8
534,4,600.0,126.09252397229697,7
534,4,900.0,187.38745468969077,6
534,4,1200.0,319.0669879564772,5
534,4,1500.0,452.6210744713566,4
534,4,1800.0,595.579198844757,3
534,4,2100.0,757.7386176230784,2
534,4,2400.0,737.8085317500728,1
535,1,300.0,22.60446192851728,1
536,4,300.0,10.96198567066411,1
543,5,300.0,57.03213541113104,41
543,5,600.0,112.58748510299634,40
543,5,900.0,149.5312844344532,39
543,5,1200.0,185.12471612052687,38
543,5,1500.0,233.18738697177665,37
543,5,1800.0,293.28955383144535,36
543,5,2100.0,354.42037348205906,35
543,5,2400.0,389.812287931179,34
544,3,300.0,86.7197552988027,11
544,3,600.0,151.16796424000546,10
544,3,900.0,220.8595166341142,9
544,3,1200.0,297.9468776281268,8
544,3,1500.0,308.5947996198606,7
544,3,1800.0,387.21821015250066,6
544,3,2100.0,430.40644337292906,5
544,3,2400.0,407.8140833340882,4
545,4,300.0,39.800472122349035,2
545,4,600.0,101.05473378740389,1
550,1,300.0,179.73575097507802,77
550,1,600.0,376.1620074759003,76
550,1,900.0,559.6319763440973,75
550,1,1200.0,731.5971829287739,74
550,1,1500.0,913.4143930074013,73
550,1,1800.0,1071.868718959195,72
550,1,2100.0,1200.7882430159118,71
550,1,2400.0,1307.9290226345381,70
551,8,300.0,43.47702763175725,66
551,8,600.0,91.63509333111305,65
551,8,900.0,147.63283957623725,64
551,8,1200.0,218.26323958739295,63
551,8,1500.0,289.5445707353235,62
551,8,1800.0,367.09623748493044,61
551,8,2100.0,440.24839414377317,60
551,8,2400.0,518.8306755899404,59
552,5,300.0,82.2490865877887,2
552,5,600.0,251.347531624625,1
553,5,300.0,17.817873080863553,1
562,4,300.0,69.74720918450167,6
562,4,600.0,131.5534757156059,5
562,4,900.0,181.5922218991945,4
562,4,1200.0,263.20048544944166,3
562,4,1500.0,234.46257527188965,2
562,4,1800.0,286.63091474354485,1
563,2,300.0,94.2219640595916,13
563,2,600.0,182.11831404998443,12
563,2,900.0,285.7185439173183,11
563,2,1200.0,415.47289677865166,10
563,2,1500.0,491.59978177260086,9
563,2,1800.0,617.4100156997936,8
563,2,2100.0,814.4269465940708,7
563,2,2400.0,928.8308275404506,6
564,3,300.0,57.95385874655095,5
564,3,600.0,98.22365591770031,4
564,3,900.0,186.6699403466124,3
564,3,1200.0,202.80671566335005,2
564,3,1500.0,152.695308461572,1
567,6,300.0,63.43083047243174,40
567,6,600.0,94.70885511786267,39
567,6,900.0,141.24915180716994,38
567,6,1200.0,176.57253421886634,37
567,6,1500.0,209.18670954175644,36
567,6,1800.0,242.9164825549345,35
567,6,2100.0,264.77748551744844,34
567,6,2400.0,287.40240537768767,33
568,7,300.0,64.0273346779981,16
568,7,600.0,123.32065658129181,15
568,7,900.0,166.77110723258372,14
568,7,1200.0,209.36969922460815,13
568,7,1500.0,259.03955194512776,12
568,7,1800.0,312.10099885729227,11
568,7,2100.0,378.1130939468279,10
568,7,2400.0,485.1300656349057,9
569,3,300.0,26.08960293407737,5
569,3,600.0,60.147746434745315,4
569,3,900.0,102.3953766719912,3
569,3,1200.0,128.4515197987981,2
569,3,1500.0,92.71317073625218,1
570,4,300.0,110.83198041777929,3
570,4,600.0,412.58599533481544,2
570,4,900.0,686.5778962961533,1
571,5,300.0,60.21328022139846,2
571,5,600.0,46.992824596161014,1
576,13,300.0,81.14140785104256,4
576,13,600.0,64.67020914302422,3
576,13,900.0,181.21977232805847,2
576,13,1200.0,137.61229066754606,1
581,3,300.0,82.09663016090644,28
581,3,600.0,166.37166183132592,27
581,3,900.0,244.95271136614838,26
581,3,1200.0,355.7680371609294,25
581,3,1500.0,492.29796709173587,24
581,3,1800.0,657.8019197857444,23
581,3,2100.0,800.3495943192204,22
581,3,2400.0,908.566995451408,21
582,3,300.0,95.85679526606955,11
582,3,600.0,226.72587867640095,10
582,3,900.0,468.4289296354965,9
582,3,1200.0,768.3428436506797,8
582,3,1500.0,1137.675226532811,7
582,3,1800.0,1591.9351225602297,6
582,3,2100.0,2057.317411957061,5
582,3,2400.0,2511.348884335156,4
583,3,300.0,98.7250174804041,8
583,3,600.0,244.06824151216415,7
583,3,900.0,447.54427431579785,6
583,3,1200.0,687.5346452358845,5
583,3,1500.0,809.2572154066551,4
583,3,1800.0,889.4158317417081,3
583,3,2100.0,910.1674571754673,2
583,3,2400.0,660.8767810318491,1
584,2,300.0,87.37788297754403,2
584,2,600.0,249.14342505682728,1
585,3,300.0,52.837408863293106,2
585,3,600.0,119.90442769168894,1
590,4,300.0,45.51126643210328,5
590,4,600.0,53.672503258798876,4
590,4,900.0,57.33379910900266,3
590,4,1200.0,30.99803171063719,2
590,4,1500.0,30.960779389554816,1
593,3,300.0,95.53238487270974,10
593,3,600.0,218.5692016978004,9
593,3,900.0,290.37260460046565,8
593,3,1200.0,332.8501740108024,7
593,3,1500.0,342.7211988261704,6
593,3,1800.0,414.8123130358387,5
593,3,2100.0,516.4202673159028,4
593,3,2400.0,613.6805084080424,3
594,13,300.0,18.29787235142637,4
594,13,600.0,38.08094359359652,3
594,13,900.0,69.83030238377744,2
594,13,1200.0,79.01104579615826,1
595,6,300.0,27.74787379567379,2
595,6,600.0,1.0780807757987025,1
596,6,300.0,74.44706951144362,11
596,6,600.0,161.42875946477278,10
596,6,900.0,203.51655532677688,9
596,6,1200.0,225.94969653801684,8
596,6,1500.0,257.3366031131348,7
596,6,1800.0,311.75330536956716,6
596,6,2100.0,473.3256228257167,5
596,6,2400.0,594.4310169335649,4
597,6,300.0,37.11547855066131,6
597,6,600.0,74.58886730952906,5
597,6,900.0,90.29723040797207,4
597,6,1200.0,93.12999439232954,3
597,6,1500.0,81.63156845338062,2
597,6,1800.0,133.70753162448605,1
608,9,300.0,38.66461944704246,23
608,9,600.0,88.87309637763708,22
608,9,900.0,152.80081571429778,21
608,9,1200.0,226.3934720091132,20
608,9,1500.0,312.18867208119497,19
608,9,1800.0,389.84671209751116,18
608,9,2100.0,432.5509229463083,17
608,9,2400.0,466.20695073570926,16
609,4,300.0,85.52202360759169,14
609,4,600.0,137.15535665984427,13
609,4,900.0,212.57431690561052,12
609,4,1200.0,254.4193153013173,11
609,4,1500.0,326.5307534851551,10
609,4,1800.0,440.98319538340303,9
609,4,2100.0,416.540836603912,8
609,4,2400.0,462.7750391952278,7
610,3,300.0,43.67422392399612,5
610,3,600.0,64.84267651242553,4
610,3,900.0,80.39526952803156,3
610,3,1200.0,130.31216571244943,2
610,3,1500.0,90.5218357044478,1
613,7,300.0,59.796309818655175,27
613,7,600.0,100.9623000238424,26
613,7,900.0,128.80344398209357,25
613,7,1200.0,162.13297806092035,24
613,7,1500.0,189.48921025459398,23
613,7,1800.0,191.73349235823278,22
613,7,2100.0,204.6623559336326,21
613,7,2400.0,213.2858630218535,20
618,39,300.0,17.775283956388257,26
618,39,600.0,32.4410943371355,25
618,39,900.0,50.02609429925739,24
618,39,1200.0,71.82641513625057,23
618,39,1500.0,96.65989103419594,22
618,39,1800.0,116.074999332119,21
618,39,2100.0,142.5750451530296,20
618,39,2400.0,170.29567285087697,19
619,3,300.0,92.52932788628674,3
619,3,600.0,110.62035555360643,2
619,3,900.0,168.1162848316443,1
620,1,300.0,145.92427950922144,1
621,2,300.0,92.0131106293118,1
624,4,300.0,142.9190894086173,1
631,4,300.0,61.60360913408097,8
631,4,600.0,136.64946864639782,7
631,4,900.0,228.26388482733873,6
631,4,1200.0,297.50869288425855,5
631,4,1500.0,269.5508696179599,4
631,4,1800.0,265.233218717641,3
631,4,2100.0,308.3315998489765,2
631,4,2400.0,274.34390750767375,1
634,3,300.0,201.29783347554084,4
634,3,600.0,579.7736385479988,3
634,3,900.0,1089.3324951052095,2
634,3,1200.0,1928.5814859593042,1
638,3,300.0,100.3544918636354,6
638,3,600.0,169.55639804736614,5
638,3,900.0,298.0309035500735,4
638,3,1200.0,424.86639768394485,3
638,3,1500.0,456.5947341123785,2
638,3,1800.0,387.15487126835524,1
641,5,300.0,54.51868054520597,17
641,5,600.0,112.89431960738366,16
641,5,900.0,182.13458825847243,15
641,5,1200.0,274.04599377607525,14
641,5,1500.0,384.13163314445853,13
641,5,1800.0,508.95414417616956,12
641,5,2100.0,659.6581761095139,11
641,5,2400.0,829.071844495856,10
642,4,300.0,71.99406616164084,4
642,4,600.0,220.38887203336898,3
642,4,900.0,307.3569046958614,2
642,4,1200.0,295.1109307590063,1
651,6,300.0,47.19469506964484,15
651,6,600.0,96.01567864125457,14
651,6,900.0,123.69487646839639,13
651,6,1200.0,170.54991459698743,12
651,6,1500.0,211.9367005044542,11
651,6,1800.0,244.92847235984647,10
651,6,2100.0,328.37402736009255,9
651,6,2400.0,398.0177605205702,8
652,9,300.0,65.60034017046684,13
652,9,600.0,98.61171742513021,12
652,9,900.0,107.85090955000516,11
652,9,1200.0,97.06982699866587,10
652,9,1500.0,114.54364372863132,9
652,9,1800.0,132.51162211745438,8
652,9,2100.0,126.77585092616762,7
652,9,2400.0,111.10187706070057,6
657,6,300.0,84.46105153200092,17
657,6,600.0,154.696097116958,16
657,6,900.0,265.5652352282487,15
657,6,1200.0,385.5231672017326,14
657,6,1500.0,518.6897021406508,13
657,6,1800.0,719.4987075176529,12
657,6,2100.0,935.7246214721055,11
657,6,2400.0,1120.5772233186794,10
658,6,300.0,47.914375986666755,16
658,6,600.0,107.01262524147697,15
658,6,900.0,150.56650630276891,14
658,6,1200.0,201.47612160428386,13
658,6,1500.0,276.4392652522953,12
658,6,1800.0,368.2421939270789,11
658,6,2100.0,523.1107066302673,10
658,6,2400.0,667.0247497420115,9
659,22,300.0,36.354535976475056,35
659,22,600.0,56.85560163009084,34
659,22,900.0,74.95405815246679,33
659,22,1200.0,91.0733265393007,32
659,22,1500.0,109.76717280747107,31
659,22,1800.0,117.86467607173013,30
